id,date,fk_salon,fk_client,price,rating
819,2017-03-15 15:45:27.600,14,549-635-2732,140.0,10.0
820,2017-03-28 05:27:17.000,24,101-195-5852,40.25,10.0
821,2017-04-03 18:25:41.400,37,709-840-5862,18.0,3.0
822,2017-04-10 07:55:19.800,1,251-993-4858,40.25,10.0
823,2017-04-15 12:35:06.200,13,202-273-5630,40.25,1.0
824,2017-04-27 10:23:33.600,32,879-694-6194,51.975,2.0
825,2017-05-02 20:15:32.000,21,428-514-7933,24.0,6.0
826,2017-05-07 18:47:27.400,14,724-850-3155,28.75,10.0
827,2017-05-16 05:17:04.800,1,551-328-4562,35.0,6.0
828,2017-05-27 14:29:03.200,19,615-940-9612,50.0,6.0
829,2017-06-05 19:02:28.600,15,853-152-5606,57.75,8.0
830,2017-06-13 22:42:47.000,16,674-464-3968,80.0,10.0
831,2017-06-20 20:14:19.400,7,452-940-7907,24.0,3.0
832,2017-06-24 17:05:39.800,14,642-068-3094,28.125,1.0
833,2017-07-05 12:20:44.200,22,730-439-5534,28.75,5.0
834,2017-07-13 00:05:22.600,24,635-807-9464,24.0,1.0
835,2017-07-16 03:52:13.000,0,852-170-6651,6.9,10.0
836,2017-07-26 15:37:20.400,5,788-957-4051,31.25,8.0
837,2017-08-03 11:52:49.800,4,627-578-1650,330.0,5.0
838,2017-08-13 22:21:35.200,37,479-189-0187,80.0,4.0
839,2017-08-16 16:25:47.600,43,609-012-0702,660.0,5.0
840,2017-08-24 14:41:07.000,5,921-682-2035,80.0,4.0
841,2017-09-01 01:15:26.400,7,554-221-1309,57.75,9.0
842,2017-09-13 07:33:59.800,10,270-811-0591,21.6,10.0
843,2017-09-16 15:21:23.200,13,944-994-6993,112.0,6.0
844,2017-09-27 17:37:32.600,22,182-041-2861,50.0,1.0
845,2017-09-30 07:12:55.000,8,490-499-4656,30.0,8.0
846,2017-10-09 03:08:04.400,25,266-998-5646,6.9,2.0
847,2017-10-21 08:10:06.800,31,727-472-2839,17.25,8.0
848,2017-10-23 06:06:55.200,18,968-635-5173,50.0,9.0
849,2017-11-04 22:02:22.600,2,433-140-7146,50.0,1.0
850,2017-11-07 18:52:42.000,10,801-603-4272,57.75,8.0
851,2017-11-18 16:10:44.400,9,824-733-8728,57.75,1.0
852,2017-11-27 19:48:12.800,5,863-616-4046,100.0,1.0
853,2017-12-06 22:18:11.200,46,163-906-6246,31.25,9.0
854,2017-12-09 23:42:20.600,31,158-192-5968,50.0,1.0
855,2017-12-22 22:47:48.000,5,615-940-9612,72.0,5.0
856,2017-12-23 20:38:22.400,46,490-783-9689,80.0,6.0
857,2018-01-06 03:47:21.800,16,193-702-2535,16.2,9.0
858,2018-01-14 09:32:53.200,5,585-385-5352,40.25,6.0
859,2018-01-22 07:31:17.600,15,926-805-1334,28.0,5.0
860,2018-01-29 18:20:59.000,23,968-634-3043,28.75,9.0
861,2018-02-04 05:31:45.400,23,332-162-6561,24.0,9.0
862,2018-02-07 10:03:34.800,48,197-391-1688,6.210000000000001,2.0
863,2018-02-21 08:21:56.200,2,402-650-9343,80.0,1.0
864,2018-02-28 05:34:18.600,42,867-666-8548,17.25,4.0
865,2018-03-07 18:34:15.000,25,224-610-1693,18.0,8.0
866,2018-03-12 15:17:20.400,26,252-374-8077,825.0,7.0
867,2018-03-18 01:03:39.800,14,514-629-5037,100.0,10.0
868,2018-03-28 04:03:22.200,8,439-617-8803,30.0,2.0
869,2018-04-07 08:23:56.600,38,831-070-7458,100.0,3.0
870,2018-04-13 14:02:04.000,23,850-781-6544,18.0,8.0
871,2018-04-23 10:10:19.400,47,943-702-6862,50.0,6.0
872,2018-04-26 02:40:38.800,31,905-509-3937,25.875,5.0
873,2018-05-09 18:25:06.200,31,135-831-7751,40.25,9.0
874,2018-05-12 20:18:43.600,12,607-725-4267,18.0,4.0
875,2018-05-22 05:31:30.000,22,371-573-9188,50.0,2.0
876,2018-05-29 22:40:52.400,2,545-436-1753,825.0,10.0
877,2018-06-08 04:29:06.800,25,158-192-5968,25.875,1.0
878,2018-06-12 07:43:26.200,47,496-157-1659,57.75,4.0
879,2018-06-24 14:07:47.600,17,521-962-6426,825.0,1.0
880,2018-06-29 07:18:36.000,42,162-542-1920,140.0,9.0
881,2018-07-05 07:25:13.400,3,186-112-0706,660.0,2.0
882,2018-07-18 10:49:01.800,19,903-236-0766,825.0,9.0
883,2018-07-21 01:49:07.200,21,451-365-2122,126.0,2.0
884,2018-07-30 02:25:22.600,32,634-811-2387,30.0,3.0
885,2018-08-05 23:05:28.000,0,734-490-0537,6.9,3.0
886,2018-08-11 04:36:24.400,43,554-465-2130,28.75,8.0
887,2018-08-18 08:35:04.800,37,981-563-5053,330.0,5.0
888,2018-08-29 23:38:03.200,17,674-429-1197,17.25,9.0
889,2018-09-02 18:45:05.600,6,522-972-7522,30.0,7.0
890,2018-09-16 22:03:34.000,11,107-253-5669,297.0,7.0
891,2018-09-19 19:02:21.400,39,183-801-8146,825.0,10.0
892,2018-10-01 05:31:13.800,18,188-301-4008,825.0,5.0
893,2018-10-09 01:17:10.200,46,210-429-9522,57.75,9.0
894,2018-10-15 03:10:07.600,6,162-542-1920,80.0,9.0
895,2018-10-23 20:32:27.000,21,350-291-7783,31.25,9.0
896,2018-10-27 06:35:19.400,9,531-965-5524,17.25,2.0
897,2018-11-04 14:03:47.800,36,551-811-1282,80.0,8.0
898,2018-11-17 17:37:43.200,39,822-493-2059,19.200000000000003,8.0
899,2018-11-20 21:42:29.600,13,491-809-1838,825.0,9.0
900,2018-11-27 04:19:53.000,21,993-977-5170,25.0,7.0
901,2018-12-05 18:34:40.400,13,120-577-3239,25.875,9.0
902,2018-12-13 14:06:07.800,39,202-720-1871,24.0,3.0
903,2018-12-25 18:53:38.200,15,686-289-4989,40.25,6.0
904,2018-12-28 20:08:47.600,13,188-301-4008,35.0,1.0
905,2019-01-03 18:08:18.000,42,999-532-0134,140.0,10.0
906,2019-01-17 01:12:02.400,15,622-712-4795,16.2,5.0
907,2019-01-25 09:38:00.800,22,884-011-4729,80.0,9.0
908,2019-01-27 16:43:55.200,39,233-830-3203,40.25,4.0
909,2019-02-08 15:25:43.600,49,428-464-1272,64.0,3.0
910,2019-02-12 09:30:43.000,19,623-199-7594,64.0,2.0
911,2019-02-19 03:41:59.400,11,182-041-2861,80.0,9.0
912,2019-02-28 06:30:21.800,21,573-144-9892,24.0,7.0
913,2019-03-07 15:54:07.200,13,852-348-9194,140.0,3.0
914,2019-03-17 06:20:02.600,1,414-340-3398,100.0,1.0
915,2019-03-24 04:19:35.000,47,708-577-4608,17.25,1.0
916,2019-03-30 06:52:07.400,5,210-429-9522,35.0,3.0
917,2019-04-09 18:33:55.800,47,428-514-7933,112.0,2.0
918,2019-04-14 19:55:12.200,0,433-091-7154,23.0,8.0
919,2019-04-27 12:55:53.600,47,393-607-4416,57.75,8.0
920,2019-05-05 07:12:44.000,22,727-472-2839,330.0,3.0
921,2019-05-07 13:32:16.400,0,884-011-4729,18.0,1.0
922,2019-05-16 10:13:48.800,37,290-960-3858,31.25,7.0
923,2019-05-28 18:44:40.200,31,158-192-5968,18.0,1.0
924,2019-05-29 10:48:48.600,46,197-391-1688,330.0,10.0
925,2019-06-06 14:55:53.000,45,169-743-1077,140.0,5.0
926,2019-06-19 00:54:20.400,13,447-531-3985,35.0,4.0
927,2019-06-21 02:02:27.800,13,852-312-4204,19.200000000000003,8.0
928,2019-06-29 22:05:35.200,8,495-350-8307,35.0,6.0
929,2019-07-10 12:03:22.600,8,609-612-5090,17.25,9.0
930,2019-07-19 06:34:50.000,23,328-529-2220,80.0,1.0
931,2019-07-22 15:44:45.400,12,883-852-6314,330.0,9.0
932,2019-08-05 05:54:30.800,7,561-520-7183,100.0,1.0
933,2019-08-07 11:10:14.200,28,662-108-0124,35.0,4.0
934,2019-08-19 17:47:41.600,23,107-049-9566,57.75,1.0
935,2019-08-22 00:10:45.000,19,852-312-4204,6.9,3.0
936,2019-08-31 22:53:29.400,34,925-520-8209,825.0,7.0
937,2019-09-11 17:56:38.800,1,433-140-7146,25.875,6.0
938,2019-09-13 16:50:31.200,6,243-845-6140,35.0,9.0
939,2019-09-28 13:04:00.600,12,630-294-1971,100.0,5.0
940,2019-10-02 11:29:41.000,36,500-625-2236,17.25,4.0
941,2019-10-07 20:53:02.400,39,522-972-7522,18.0,9.0
942,2019-10-19 16:35:14.800,2,559-775-7144,80.0,3.0
943,2019-10-26 21:36:07.200,38,408-849-4846,40.25,10.0
944,2019-11-02 10:18:20.600,38,366-671-1393,23.0,6.0
945,2019-11-09 07:10:48.000,3,511-005-1310,6.9,5.0
946,2019-11-14 21:36:08.400,3,101-195-5852,100.0,4.0
947,2019-11-25 02:53:31.800,34,288-262-7152,100.0,2.0
948,2019-12-06 16:34:33.200,3,892-759-2051,330.0,2.0
949,2019-12-09 09:35:39.600,0,135-831-7751,90.0,3.0
950,2019-12-17 13:56:07.000,43,332-162-6561,330.0,6.0
951,2019-12-26 08:59:30.400,16,500-625-2236,35.0,6.0
952,2020-01-06 04:39:07.800,21,645-093-8959,825.0,8.0
953,2020-01-08 23:04:38.200,10,695-417-9406,50.0,4.0
954,2020-01-14 14:55:09.600,25,176-057-2994,21.6,10.0
955,2020-01-28 16:18:17.000,23,645-093-8959,330.0,6.0
956,2020-02-05 04:22:35.400,47,544-931-6915,80.0,5.0
957,2020-02-13 10:23:22.800,42,319-549-0827,50.0,6.0
958,2020-02-20 11:25:03.200,37,264-150-7306,28.75,7.0
959,2020-02-26 04:01:15.600,47,576-956-0061,17.25,5.0
960,2020-02-29 11:08:42.000,46,727-966-0828,50.0,10.0
961,2020-03-09 18:38:55.400,6,264-493-6852,40.25,1.0
962,2020-03-15 12:52:36.800,25,984-601-6442,40.0,5.0
963,2020-03-27 10:21:00.200,13,418-220-0663,30.0,7.0
964,2020-04-05 09:06:37.600,4,933-744-5024,140.0,2.0
965,2020-04-14 10:06:01.000,21,479-189-0187,80.0,5.0
966,2020-04-20 15:50:41.400,0,467-440-0864,57.75,9.0
967,2020-04-27 05:40:17.800,24,150-765-1579,28.75,3.0
968,2020-05-05 13:52:51.200,0,794-734-8721,100.0,9.0
969,2020-05-08 12:20:19.600,37,658-393-4046,64.0,10.0
970,2020-05-23 03:28:16.000,20,339-221-3726,112.0,5.0
971,2020-05-26 04:05:51.400,24,578-112-6285,330.0,3.0
972,2020-06-04 22:08:30.800,31,792-625-6377,50.0,1.0
973,2020-06-15 04:39:32.200,10,653-663-7720,297.0,7.0
974,2020-06-19 05:15:54.600,38,980-098-5516,40.25,1.0
975,2020-06-30 10:36:20.000,43,360-146-5268,100.0,10.0
976,2020-07-05 01:56:08.400,38,559-378-1293,30.0,7.0
977,2020-07-12 16:01:35.800,43,651-273-0891,330.0,1.0
978,2020-07-21 19:49:14.200,18,646-637-3520,6.9,3.0
979,2020-07-30 00:55:54.600,31,776-884-5520,72.0,10.0
980,2020-08-05 20:22:43.000,12,361-022-0738,825.0,8.0
981,2020-08-10 14:02:05.400,8,871-150-3399,17.25,3.0
982,2020-08-20 09:29:43.800,36,968-634-3043,25.0,1.0
983,2020-08-27 20:18:57.200,37,173-572-5541,80.0,6.0
984,2020-09-04 11:14:16.600,34,826-213-6047,27.0,3.0
985,2020-09-08 04:55:08.000,3,993-969-1741,28.75,4.0
986,2020-09-15 19:01:24.400,46,212-315-4347,28.125,5.0
987,2020-09-26 22:46:13.800,11,178-630-2783,17.25,10.0
988,2020-10-03 00:33:40.200,14,184-062-4721,24.0,10.0
989,2020-10-12 19:04:30.600,11,529-198-8247,330.0,8.0
990,2020-10-20 10:45:30.000,34,548-338-6557,57.75,1.0
991,2020-10-31 08:04:24.400,3,188-301-4008,64.0,5.0
992,2020-11-06 20:02:34.800,23,189-904-7006,40.25,5.0
993,2020-11-08 14:03:45.200,25,990-505-3792,72.0,10.0
994,2020-11-16 23:30:17.600,18,552-016-7528,100.0,1.0
995,2020-11-30 11:40:08.000,36,490-499-4656,18.0,5.0
996,2020-12-07 04:39:41.400,2,224-610-1693,825.0,8.0
997,2020-12-15 06:13:01.800,46,117-531-2838,825.0,10.0
998,2020-12-18 23:20:37.200,4,830-229-8264,6.9,1.0
999,2020-12-28 21:30:23.600,37,989-761-7974,140.0,7.0
